trigger_no,trigger_type,acc,n,block_type
# 0:11:49.775236  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:11:49.778400  | info     | Clear message sent to EEG.
# 0:11:51.796046  | info     | Value: 53 sent to EEG.
# 0:11:51.796104  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:11:51.799284  | info     | Clear message sent to EEG.
# 0:11:53.823683  | info     | Value: 54 sent to EEG.
# 0:11:53.823733  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:11:53.827105  | info     | Clear message sent to EEG.
# 0:11:55.526075  | info     | Value: 55 sent to EEG.
# 0:11:55.526091  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:11:55.529293  | info     | Clear message sent to EEG.
# 0:11:56.747239  | info     | Value: 56 sent to EEG.
# 0:11:56.747255  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:11:56.750462  | info     | Clear message sent to EEG.
# 0:11:58.268209  | info     | Value: 57 sent to EEG.
# 0:11:58.268234  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:11:58.271397  | info     | Clear message sent to EEG.
# 0:12:00.289153  | info     | Value: 58 sent to EEG.
# 0:12:00.289209  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:12:00.292586  | info     | Clear message sent to EEG.
# 0:12:02.316631  | info     | Value: 59 sent to EEG.
# 0:12:02.316704  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:12:02.320079  | info     | Clear message sent to EEG.
# 0:12:03.316357  | info     | Value: 60 sent to EEG.
# 0:12:03.316399  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:12:03.319774  | info     | Clear message sent to EEG.
# 0:12:05.281780  | info     | Value: 1 sent to EEG.
# 0:12:05.281806  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:12:05.284926  | info     | Clear message sent to EEG.
# 0:12:06.809981  | info     | Value: 2 sent to EEG.
# 0:12:06.810032  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:12:06.813248  | info     | Clear message sent to EEG.
# 0:12:08.830682  | info     | Value: 3 sent to EEG.
# 0:12:08.830740  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:12:08.833915  | info     | Clear message sent to EEG.
# 0:12:10.856193  | info     | Value: 4 sent to EEG.
# 0:12:10.856241  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:12:10.859486  | info     | Clear message sent to EEG.
# 0:12:12.872080  | info     | Value: 5 sent to EEG.
# 0:12:12.872124  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:12:12.875311  | info     | Clear message sent to EEG.
# 0:12:15.163793  | info     | Value: 6 sent to EEG.
# 0:12:15.163809  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:12:15.167140  | info     | Clear message sent to EEG.
# 0:12:16.684488  | info     | Value: 7 sent to EEG.
# 0:12:16.684516  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:12:16.687849  | info     | Clear message sent to EEG.
# 0:12:18.705513  | info     | Value: 8 sent to EEG.
# 0:12:18.705561  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:12:18.708991  | info     | Clear message sent to EEG.
# 0:12:20.733363  | info     | Value: 9 sent to EEG.
# 0:12:20.733416  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:12:20.736605  | info     | Clear message sent to EEG.
# 0:12:22.263798  | info     | Value: 10 sent to EEG.
# 0:12:22.263829  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:12:22.267043  | info     | Clear message sent to EEG.
# 0:12:24.314188  | info     | Value: 11 sent to EEG.
# 0:12:24.314204  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:12:24.317366  | info     | Clear message sent to EEG.
# 0:12:25.837388  | info     | Value: 12 sent to EEG.
# 0:12:25.837421  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:12:25.840790  | info     | Clear message sent to EEG.
# 0:12:27.858324  | info     | Value: 13 sent to EEG.
# 0:12:27.858380  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:12:27.861612  | info     | Clear message sent to EEG.
# 0:12:29.885883  | info     | Value: 14 sent to EEG.
# 0:12:29.885940  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:12:29.889125  | info     | Clear message sent to EEG.
# 0:12:30.995705  | info     | Value: 15 sent to EEG.
# 0:12:30.995740  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:12:30.998965  | info     | Clear message sent to EEG.
# 0:12:32.608129  | info     | Value: 16 sent to EEG.
# 0:12:32.608145  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:12:32.611291  | info     | Clear message sent to EEG.
# 0:12:34.129250  | info     | Value: 17 sent to EEG.
# 0:12:34.129288  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:12:34.132663  | info     | Clear message sent to EEG.
# 0:12:36.149916  | info     | Value: 18 sent to EEG.
# 0:12:36.149963  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:12:36.153165  | info     | Clear message sent to EEG.
# 0:12:38.175291  | info     | Value: 19 sent to EEG.
# 0:12:38.175340  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:12:38.178701  | info     | Clear message sent to EEG.
# 0:12:39.308754  | info     | Value: 20 sent to EEG.
# 0:12:39.308787  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:12:39.312071  | info     | Clear message sent to EEG.
# 0:12:40.517717  | info     | Value: 21 sent to EEG.
# 0:12:40.517734  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:12:40.520978  | info     | Clear message sent to EEG.
# 0:12:42.038747  | info     | Value: 22 sent to EEG.
# 0:12:42.038782  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:12:42.041946  | info     | Clear message sent to EEG.
# 0:12:44.059655  | info     | Value: 23 sent to EEG.
# 0:12:44.059705  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:12:44.062881  | info     | Clear message sent to EEG.
# 0:12:46.087430  | info     | Value: 24 sent to EEG.
# 0:12:46.087479  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:12:46.090669  | info     | Clear message sent to EEG.
# 0:12:47.322474  | info     | Value: 25 sent to EEG.
# 0:12:47.322517  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:12:47.325740  | info     | Clear message sent to EEG.
# 0:12:49.191551  | info     | Value: 26 sent to EEG.
# 0:12:49.191609  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:12:49.194839  | info     | Clear message sent to EEG.
# 0:12:50.719369  | info     | Value: 27 sent to EEG.
# 0:12:50.719400  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:12:50.722581  | info     | Clear message sent to EEG.
# 0:12:52.740163  | info     | Value: 28 sent to EEG.
# 0:12:52.740212  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:12:52.743416  | info     | Clear message sent to EEG.
# 0:12:54.767664  | info     | Value: 29 sent to EEG.
# 0:12:54.767718  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:12:54.770908  | info     | Clear message sent to EEG.
# 0:12:56.451011  | info     | Value: 30 sent to EEG.
# 0:12:56.451048  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:12:56.454239  | info     | Clear message sent to EEG.
# 0:12:58.073042  | info     | Value: 31 sent to EEG.
# 0:12:58.073068  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:12:58.076240  | info     | Clear message sent to EEG.
# 0:12:59.594144  | info     | Value: 32 sent to EEG.
# 0:12:59.594172  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:12:59.597354  | info     | Clear message sent to EEG.
# 0:13:01.615029  | info     | Value: 33 sent to EEG.
# 0:13:01.615065  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:13:01.618235  | info     | Clear message sent to EEG.
# 0:13:03.642830  | info     | Value: 34 sent to EEG.
# 0:13:03.642889  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:13:03.646115  | info     | Clear message sent to EEG.
# 0:13:09.663529  | info     | Value: 35 sent to EEG.
# 0:13:09.663561  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:13:09.666765  | info     | Clear message sent to EEG.
# 0:13:11.184479  | info     | Value: 36 sent to EEG.
# 0:13:11.184512  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:13:11.187671  | info     | Clear message sent to EEG.
# 0:13:13.212245  | info     | Value: 37 sent to EEG.
# 0:13:13.212296  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:13:13.215480  | info     | Clear message sent to EEG.
# 0:13:15.239832  | info     | Value: 38 sent to EEG.
# 0:13:15.239879  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:13:15.243254  | info     | Clear message sent to EEG.
# 0:13:16.179901  | info     | Value: 39 sent to EEG.
# 0:13:16.179934  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:13:16.183272  | info     | Clear message sent to EEG.
# 0:13:17.462014  | info     | Value: 40 sent to EEG.
# 0:13:17.462045  | info     | send_trigger() run with params trigger_type=fix_point, info=None, with_delay=True
# 0:13:17.465256  | info     | Clear message sent to EEG.
# 0:13:18.983111  | info     | Value: 41 sent to EEG.
# 0:13:18.983159  | info     | send_trigger() run with params trigger_type=matrix_1, info=None, with_delay=True
# 0:13:18.986381  | info     | Clear message sent to EEG.
# 0:13:21.003794  | info     | Value: 42 sent to EEG.
# 0:13:21.003838  | info     | send_trigger() run with params trigger_type=mask, info=None, with_delay=True
# 0:13:21.007014  | info     | Clear message sent to EEG.
# 0:13:23.029368  | info     | Value: 43 sent to EEG.
# 0:13:23.029426  | info     | send_trigger() run with params trigger_type=matrix_2, info=None, with_delay=True
# 0:13:23.032610  | info     | Clear message sent to EEG.
# 0:13:23.970117  | info     | Value: 44 sent to EEG.
# 0:13:23.970152  | info     | send_trigger() run with params trigger_type=answer, info=None, with_delay=True
# 0:13:23.973357  | info     | Clear message sent to EEG.
